title,published_date,category,rank,date_datetime
OBAMA,2020-11-15,photography,9,2020-11-15 17:34:46.978746
THE BODY KEEPS THE SCORE,2020-11-15,medical,10,2020-11-15 17:34:46.978746
MY OWN WORDS,2020-11-15,biography & autobiography,11,2020-11-15 17:34:46.978746
AMERICAN CRISIS,2020-11-15,political science,12,2020-11-15 17:34:46.978746
RAGE,2020-11-15,biography & autobiography,13,2020-11-15 17:34:46.978746
IS THIS ANYTHING?,2020-11-15,biography & autobiography,14,2020-11-15 17:34:46.978746
HOW TO BE AN ANTIRACIST,2020-11-15,political science,15,2020-11-15 17:34:46.978746
RAGE,2020-10-11,biography & autobiography,1,2020-10-11 17:34:46.978746
MY OWN WORDS,2020-10-11,biography & autobiography,2,2020-10-11 17:34:46.978746
BLACKOUT,2020-10-11,political science,3,2020-10-11 17:34:46.978746
KILLING CRAZY HORSE,2020-10-11,history,4,2020-10-11 17:34:46.978746
CASTE,2020-10-11,social science,5,2020-10-11 17:34:46.978746
DISLOYAL,2020-10-11,political science,6,2020-10-11 17:34:46.978746
UNTAMED,2020-10-11,biography & autobiography,7,2020-10-11 17:34:46.978746
NOTORIOUS RBG,2020-10-11,biography & autobiography,8,2020-10-11 17:34:46.978746
DON'T LIE TO ME AND STOP TRYING TO STEAL OUR FREEDOM,2020-10-11,political science,9,2020-10-11 17:34:46.978746
SPEAKING FOR MYSELF,2020-10-11,political science,11,2020-10-11 17:34:46.978746
BATTLEGROUNDS,2020-10-11,biography & autobiography,12,2020-10-11 17:34:46.978746
WHITE FRAGILITY,2020-10-11,social science,13,2020-10-11 17:34:46.978746
HOW TO BE AN ANTIRACIST,2020-10-11,political science,14,2020-10-11 17:34:46.978746
GOD-LEVEL KNOWLEDGE DARTS,2020-10-11,humor,15,2020-10-11 17:34:46.978746
UNTAMED,2020-09-06,biography & autobiography,1,2020-09-06 17:34:46.978746
LIVE FREE OR DIE,2020-09-06,political science,2,2020-09-06 17:34:46.978746
CASTE,2020-09-06,social science,3,2020-09-06 17:34:46.978746
JUST MERCY,2020-09-06,law,4,2020-09-06 17:34:46.978746
TOO MUCH AND NEVER ENOUGH,2020-09-06,biography & autobiography,5,2020-09-06 17:34:46.978746
WHITE FRAGILITY,2020-09-06,social science,7,2020-09-06 17:34:46.978746
LIVE IN LOVE,2020-09-06,biography & autobiography,8,2020-09-06 17:34:46.978746
BECOMING,2020-09-06,biography & autobiography,9,2020-09-06 17:34:46.978746
THE ANSWER IS ...,2020-09-06,biography & autobiography,10,2020-09-06 17:34:46.978746
THE WARMTH OF OTHER SUNS,2020-09-06,history,13,2020-09-06 17:34:46.978746
TOO MUCH AND NEVER ENOUGH,2020-08-02,biography & autobiography,1,2020-08-02 17:34:46.978746
WHITE FRAGILITY,2020-08-02,social science,2,2020-08-02 17:34:46.978746
HOW TO BE AN ANTIRACIST,2020-08-02,political science,3,2020-08-02 17:34:46.978746
UNTAMED,2020-08-02,biography & autobiography,5,2020-08-02 17:34:46.978746
ALEXANDER HAMILTON,2020-08-02,biography & autobiography,6,2020-08-02 17:34:46.978746
BEGIN AGAIN,2020-08-02,social science,7,2020-08-02 17:34:46.978746
THE COLOR OF LAW,2020-08-02,social science,9,2020-08-02 17:34:46.978746
THE SPLENDID AND THE VILE,2020-08-02,history,10,2020-08-02 17:34:46.978746
A VERY PUNCHABLE FACE,2020-08-02,biography & autobiography,11,2020-08-02 17:34:46.978746
JUST MERCY,2020-08-02,law,14,2020-08-02 17:34:46.978746
WHITE FRAGILITY,2020-06-28,social science,1,2020-06-28 17:34:46.978746
HOW TO BE AN ANTIRACIST,2020-06-28,political science,3,2020-06-28 17:34:46.978746
COUNTDOWN 1945,2020-06-28,history,5,2020-06-28 17:34:46.978746
WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,2020-06-28,social science,6,2020-06-28 17:34:46.978746
JUST MERCY,2020-06-28,law,8,2020-06-28 17:34:46.978746
ME AND WHITE SUPREMACY,2020-06-28,social science,9,2020-06-28 17:34:46.978746
THE COLOR OF LAW,2020-06-28,social science,10,2020-06-28 17:34:46.978746
BETWEEN THE WORLD AND ME,2020-06-28,biography & autobiography,11,2020-06-28 17:34:46.978746
UNTAMED,2020-06-28,biography & autobiography,12,2020-06-28 17:34:46.978746
BECOMING,2020-06-28,biography & autobiography,13,2020-06-28 17:34:46.978746
THE SPLENDID AND THE VILE,2020-06-28,history,14,2020-06-28 17:34:46.978746
BORN A CRIME,2020-06-28,biography & autobiography,15,2020-06-28 17:34:46.978746
UNTAMED,2020-05-24,biography & autobiography,1,2020-05-24 17:34:46.978746
BECOMING,2020-05-24,biography & autobiography,2,2020-05-24 17:34:46.978746
PLAGUE OF CORRUPTION,2020-05-24,science,3,2020-05-24 17:34:46.978746
THE SPLENDID AND THE VILE,2020-05-24,history,4,2020-05-24 17:34:46.978746
EDUCATED,2020-05-24,biography & autobiography,5,2020-05-24 17:34:46.978746
THE RURAL DIARIES,2020-05-24,biography & autobiography,6,2020-05-24 17:34:46.978746
INCOMPARABLE,2020-05-24,biography & autobiography,7,2020-05-24 17:34:46.978746
THE LINCOLN CONSPIRACY,2020-05-24,history,8,2020-05-24 17:34:46.978746
HIDDEN VALLEY ROAD,2020-05-24,biography & autobiography,9,2020-05-24 17:34:46.978746
THE GREAT INFLUENZA,2020-05-24,history,10,2020-05-24 17:34:46.978746
A WOMAN OF NO IMPORTANCE,2020-05-24,biography & autobiography,11,2020-05-24 17:34:46.978746
THE HOUSE OF KENNEDY,2020-05-24,true crime,12,2020-05-24 17:34:46.978746
THE BODY KEEPS THE SCORE,2020-05-24,medical,14,2020-05-24 17:34:46.978746
FORTITUDE,2020-05-24,political science,15,2020-05-24 17:34:46.978746
THE SPLENDID AND THE VILE,2020-04-19,history,1,2020-04-19 17:34:46.978746
UNTAMED,2020-04-19,biography & autobiography,2,2020-04-19 17:34:46.978746
FRONT ROW AT THE TRUMP SHOW,2020-04-19,political science,3,2020-04-19 17:34:46.978746
MORE MYSELF,2020-04-19,biography & autobiography,4,2020-04-19 17:34:46.978746
THE FIRST TIME,2020-04-19,biography & autobiography,5,2020-04-19 17:34:46.978746
EDUCATED,2020-04-19,biography & autobiography,6,2020-04-19 17:34:46.978746
"WOW, NO THANK YOU",2020-04-19,humor,7,2020-04-19 17:34:46.978746
OPEN BOOK,2020-04-19,music,8,2020-04-19 17:34:46.978746
THE GREAT INFLUENZA,2020-04-19,history,9,2020-04-19 17:34:46.978746
BECOMING,2020-04-19,biography & autobiography,10,2020-04-19 17:34:46.978746
UNORTHODOX,2020-04-19,biography & autobiography,12,2020-04-19 17:34:46.978746
SAPIENS,2020-04-19,science,13,2020-04-19 17:34:46.978746
MAYBE YOU SHOULD TALK TO SOMEONE,2020-04-19,biography & autobiography,14,2020-04-19 17:34:46.978746
TALKING TO STRANGERS,2020-04-19,social science,15,2020-04-19 17:34:46.978746
THE SPLENDID AND THE VILE,2020-03-15,history,1,2020-03-15 17:34:46.978746
UNKNOWN VALOR,2020-03-15,history,3,2020-03-15 17:34:46.978746
THE HOPE OF GLORY,2020-03-15,religion,4,2020-03-15 17:34:46.978746
OPEN BOOK,2020-03-15,music,5,2020-03-15 17:34:46.978746
EDUCATED,2020-03-15,biography & autobiography,6,2020-03-15 17:34:46.978746
A VERY STABLE GENIUS,2020-03-15,political science,7,2020-03-15 17:34:46.978746
TALKING TO STRANGERS,2020-03-15,social science,8,2020-03-15 17:34:46.978746
SAY NOTHING,2020-03-15,true crime,9,2020-03-15 17:34:46.978746
JUST MERCY,2020-03-15,law,10,2020-03-15 17:34:46.978746
BECOMING,2020-03-15,biography & autobiography,11,2020-03-15 17:34:46.978746
UNTIL THE END OF TIME,2020-03-15,science,12,2020-03-15 17:34:46.978746
THE BODY KEEPS THE SCORE,2020-03-15,medical,13,2020-03-15 17:34:46.978746
PROFILES IN CORRUPTION,2020-03-15,political science,14,2020-03-15 17:34:46.978746
SAPIENS,2020-03-15,science,15,2020-03-15 17:34:46.978746
EDUCATED,2020-01-05,biography & autobiography,1,2020-01-05 17:34:46.978746
BECOMING,2020-01-05,biography & autobiography,2,2020-01-05 17:34:46.978746
TALKING TO STRANGERS,2020-01-05,social science,3,2020-01-05 17:34:46.978746
ME,2020-01-05,biography & autobiography,4,2020-01-05 17:34:46.978746
SAM HOUSTON AND THE ALAMO AVENGERS,2020-01-05,history,5,2020-01-05 17:34:46.978746
A WARNING,2020-01-05,political science,6,2020-01-05 17:34:46.978746
THE BODY,2020-01-05,science,7,2020-01-05 17:34:46.978746
I HEARD YOU PAINT HOUSES,2020-01-05,true crime,8,2020-01-05 17:34:46.978746
MOBITUARIES,2020-01-05,biography & autobiography,9,2020-01-05 17:34:46.978746
NO ONE IS TOO SMALL TO MAKE A DIFFERENCE,2020-01-05,biography & autobiography,10,2020-01-05 17:34:46.978746
TRIGGERED,2020-01-05,political science,11,2020-01-05 17:34:46.978746
FINDING CHIKA,2020-01-05,biography & autobiography,12,2020-01-05 17:34:46.978746
THE BOOK OF GUTSY WOMEN,2020-01-05,biography & autobiography,13,2020-01-05 17:34:46.978746
HOW TO,2020-01-05,humor,14,2020-01-05 17:34:46.978746
BLOWOUT,2020-01-05,political science,15,2020-01-05 17:34:46.978746
TRIGGERED,2019-12-01,political science,1,2019-12-01 17:34:46.978746
TALKING TO STRANGERS,2019-12-01,social science,2,2019-12-01 17:34:46.978746
SAM HOUSTON AND THE ALAMO AVENGERS,2019-12-01,history,3,2019-12-01 17:34:46.978746
WITH ALL DUE RESPECT,2019-12-01,political science,4,2019-12-01 17:34:46.978746
FINDING CHIKA,2019-12-01,biography & autobiography,5,2019-12-01 17:34:46.978746
ME,2019-12-01,biography & autobiography,6,2019-12-01 17:34:46.978746
EDUCATED,2019-12-01,biography & autobiography,7,2019-12-01 17:34:46.978746
A SONG FOR YOU,2019-12-01,biography & autobiography,8,2019-12-01 17:34:46.978746
CATCH AND KILL,2019-12-01,true crime,9,2019-12-01 17:34:46.978746
THE BODY,2019-12-01,science,10,2019-12-01 17:34:46.978746
BLOWOUT,2019-12-01,political science,11,2019-12-01 17:34:46.978746
THE PLOT TO BETRAY AMERICA,2019-12-01,political science,12,2019-12-01 17:34:46.978746
I HEARD YOU PAINT HOUSES,2019-12-01,true crime,13,2019-12-01 17:34:46.978746
THE BEAUTIFUL ONES,2019-12-01,biography & autobiography,14,2019-12-01 17:34:46.978746
BECOMING,2019-12-01,biography & autobiography,15,2019-12-01 17:34:46.978746
BLOWOUT,2019-10-27,political science,1,2019-10-27 17:34:46.978746
TALKING TO STRANGERS,2019-10-27,social science,2,2019-10-27 17:34:46.978746
WITCH HUNT,2019-10-27,political science,3,2019-10-27 17:34:46.978746
THE UNITED STATES OF TRUMP,2019-10-27,biography & autobiography,4,2019-10-27 17:34:46.978746
EDUCATED,2019-10-27,biography & autobiography,5,2019-10-27 17:34:46.978746
TOUGH LOVE,2019-10-27,biography & autobiography,6,2019-10-27 17:34:46.978746
THE BOOK OF GUTSY WOMEN,2019-10-27,biography & autobiography,8,2019-10-27 17:34:46.978746
DEEP STATE,2019-10-27,biography & autobiography,9,2019-10-27 17:34:46.978746
ON TYRANNY,2019-10-27,political science,10,2019-10-27 17:34:46.978746
LETTERS FROM AN ASTROPHYSICIST,2019-10-27,science,11,2019-10-27 17:34:46.978746
CALL SIGN CHAOS,2019-10-27,business & economics,12,2019-10-27 17:34:46.978746
BECOMING,2019-10-27,biography & autobiography,13,2019-10-27 17:34:46.978746
KNOW MY NAME,2019-10-27,biography & autobiography,14,2019-10-27 17:34:46.978746
OVER THE TOP,2019-10-27,biography & autobiography,15,2019-10-27 17:34:46.978746
CALL SIGN CHAOS,2019-09-22,business & economics,1,2019-09-22 17:34:46.978746
EDUCATED,2019-09-22,biography & autobiography,2,2019-09-22 17:34:46.978746
BECOMING,2019-09-22,biography & autobiography,3,2019-09-22 17:34:46.978746
"RADICALS, RESISTANCE AND REVENGE",2019-09-22,political science,4,2019-09-22 17:34:46.978746
THE PIONEERS,2019-09-22,history,5,2019-09-22 17:34:46.978746
MAYBE YOU SHOULD TALK TO SOMEONE,2019-09-22,biography & autobiography,6,2019-09-22 17:34:46.978746
BORN A CRIME,2019-09-22,biography & autobiography,7,2019-09-22 17:34:46.978746
PROOF OF CONSPIRACY,2019-09-22,political science,8,2019-09-22 17:34:46.978746
SUPER PUMPED,2019-09-22,business & economics,9,2019-09-22 17:34:46.978746
SAPIENS,2019-09-22,science,10,2019-09-22 17:34:46.978746
THREE WOMEN,2019-09-22,history,11,2019-09-22 17:34:46.978746
JUST MERCY,2019-09-22,law,12,2019-09-22 17:34:46.978746
HOW TO BE AN ANTIRACIST,2019-09-22,political science,13,2019-09-22 17:34:46.978746
POWER GRAB,2019-09-22,political science,14,2019-09-22 17:34:46.978746
TRICK MIRROR,2019-09-22,history,15,2019-09-22 17:34:46.978746
EDUCATED,2019-08-18,biography & autobiography,1,2019-08-18 17:34:46.978746
THREE WOMEN,2019-08-18,history,2,2019-08-18 17:34:46.978746
BECOMING,2019-08-18,biography & autobiography,3,2019-08-18 17:34:46.978746
UNFREEDOM OF THE PRESS,2019-08-18,political science,4,2019-08-18 17:34:46.978746
THE PIONEERS,2019-08-18,history,5,2019-08-18 17:34:46.978746
SAPIENS,2019-08-18,science,6,2019-08-18 17:34:46.978746
BORN A CRIME,2019-08-18,biography & autobiography,7,2019-08-18 17:34:46.978746
JUSTICE ON TRIAL,2019-08-18,political science,8,2019-08-18 17:34:46.978746
MAYBE YOU SHOULD TALK TO SOMEONE,2019-08-18,biography & autobiography,9,2019-08-18 17:34:46.978746
JUST MERCY,2019-08-18,law,10,2019-08-18 17:34:46.978746
THE MOMENT OF LIFT,2019-08-18,social science,11,2019-08-18 17:34:46.978746
A DREAM ABOUT LIGHTNING BUGS,2019-08-18,biography & autobiography,12,2019-08-18 17:34:46.978746
BEYOND CHARLOTTESVILLE,2019-08-18,political science,13,2019-08-18 17:34:46.978746
RANGE,2019-08-18,psychology,14,2019-08-18 17:34:46.978746
THE MUELLER REPORT,2019-08-18,political science,15,2019-08-18 17:34:46.978746
EDUCATED,2019-07-14,biography & autobiography,1,2019-07-14 17:34:46.978746
THE PIONEERS,2019-07-14,history,2,2019-07-14 17:34:46.978746
BECOMING,2019-07-14,biography & autobiography,3,2019-07-14 17:34:46.978746
UNFREEDOM OF THE PRESS,2019-07-14,political science,4,2019-07-14 17:34:46.978746
THE MUELLER REPORT,2019-07-14,political science,5,2019-07-14 17:34:46.978746
THE SIXTH MAN,2019-07-14,biography & autobiography,6,2019-07-14 17:34:46.978746
BORN A CRIME,2019-07-14,biography & autobiography,7,2019-07-14 17:34:46.978746
SONGS OF AMERICA,2019-07-14,history,8,2019-07-14 17:34:46.978746
THE MAN WHO SOLD AMERICA,2019-07-14,history,9,2019-07-14 17:34:46.978746
SAPIENS,2019-07-14,science,10,2019-07-14 17:34:46.978746
HOWARD STERN COMES AGAIN,2019-07-14,biography & autobiography,11,2019-07-14 17:34:46.978746
THE MOMENT OF LIFT,2019-07-14,equality,12,2019-07-14 17:34:46.978746
MAYBE YOU SHOULD TALK TO SOMEONE,2019-07-14,biography & autobiography,13,2019-07-14 17:34:46.978746
SEA STORIES,2019-07-14,history,14,2019-07-14 17:34:46.978746
RANGE,2019-07-14,psychology,15,2019-07-14 17:34:46.978746
UNFREEDOM OF THE PRESS,2019-06-09,political science,1,2019-06-09 17:34:46.978746
HOWARD STERN COMES AGAIN,2019-06-09,biography & autobiography,2,2019-06-09 17:34:46.978746
THE PIONEERS,2019-06-09,history,3,2019-06-09 17:34:46.978746
SEA STORIES,2019-06-09,history,4,2019-06-09 17:34:46.978746
EDUCATED,2019-06-09,biography & autobiography,5,2019-06-09 17:34:46.978746
THE MUELLER REPORT,2019-06-09,political science,6,2019-06-09 17:34:46.978746
BECOMING,2019-06-09,biography & autobiography,7,2019-06-09 17:34:46.978746
FURIOUS HOURS,2019-06-09,biography & autobiography,8,2019-06-09 17:34:46.978746
THE SECOND MOUNTAIN,2019-06-09,social science,9,2019-06-09 17:34:46.978746
THE BRITISH ARE COMING,2019-06-09,history,10,2019-06-09 17:34:46.978746
THE MOMENT OF LIFT,2019-06-09,equality,11,2019-06-09 17:34:46.978746
THEODORE ROOSEVELT FOR THE DEFENSE,2019-06-09,biography & autobiography,12,2019-06-09 17:34:46.978746
SACRED DUTY,2019-06-09,history,13,2019-06-09 17:34:46.978746
SAPIENS,2019-06-09,science,14,2019-06-09 17:34:46.978746
THE MUELLER REPORT,2019-06-09,political science,15,2019-06-09 17:34:46.978746
BECOMING,2019-05-05,biography & autobiography,1,2019-05-05 17:34:46.978746
THE SECOND MOUNTAIN,2019-05-05,social science,2,2019-05-05 17:34:46.978746
EDUCATED,2019-05-05,biography & autobiography,3,2019-05-05 17:34:46.978746
LIFE WILL BE THE DEATH OF ME,2019-05-05,biography & autobiography,4,2019-05-05 17:34:46.978746
SAPIENS,2019-05-05,science,5,2019-05-05 17:34:46.978746
SHORTEST WAY HOME,2019-05-05,political science,6,2019-05-05 17:34:46.978746
MAYBE YOU SHOULD TALK TO SOMEONE,2019-05-05,biography & autobiography,7,2019-05-05 17:34:46.978746
THE MATRIARCH,2019-05-05,biography & autobiography,8,2019-05-05 17:34:46.978746
SAVE ME THE PLUMS,2019-05-05,biography & autobiography,9,2019-05-05 17:34:46.978746
BAD BLOOD,2019-05-05,business & economics,10,2019-05-05 17:34:46.978746
LESSONS FROM LUCY,2019-05-05,humor,11,2019-05-05 17:34:46.978746
BORN A CRIME,2019-05-05,biography & autobiography,12,2019-05-05 17:34:46.978746
THE RIGHT SIDE OF HISTORY,2019-05-05,social science,13,2019-05-05 17:34:46.978746
A WOMAN OF NO IMPORTANCE,2019-05-05,biography & autobiography,14,2019-05-05 17:34:46.978746
FALTER,2019-05-05,nature,15,2019-05-05 17:34:46.978746
BECOMING,2019-03-31,biography & autobiography,1,2019-03-31 17:34:46.978746
EDUCATED,2019-03-31,biography & autobiography,2,2019-03-31 17:34:46.978746
BAD BLOOD,2019-03-31,business & economics,3,2019-03-31 17:34:46.978746
BORN A CRIME,2019-03-31,biography & autobiography,4,2019-03-31 17:34:46.978746
MAMA'S LAST HUG,2019-03-31,science,5,2019-03-31 17:34:46.978746
THE UNINHABITABLE EARTH,2019-03-31,nature,6,2019-03-31 17:34:46.978746
SAPIENS,2019-03-31,science,7,2019-03-31 17:34:46.978746
SAY NOTHING,2019-03-31,history,8,2019-03-31 17:34:46.978746
THE THREAT,2019-03-31,biography & autobiography,9,2019-03-31 17:34:46.978746
THE CASE FOR TRUMP,2019-03-31,biography & autobiography,10,2019-03-31 17:34:46.978746
THE POWER OF HABIT,2019-03-31,business & economics,11,2019-03-31 17:34:46.978746
SPEARHEAD,2019-03-31,history,12,2019-03-31 17:34:46.978746
MOSTLY SUNNY,2019-03-31,biography & autobiography,13,2019-03-31 17:34:46.978746
MADAME FOURCADE'S SECRET WAR,2019-03-31,history,14,2019-03-31 17:34:46.978746
DON'T STOP BELIEVIN',2019-03-31,biography & autobiography,15,2019-03-31 17:34:46.978746
BECOMING,2019-02-24,biography & autobiography,1,2019-02-24 17:34:46.978746
EDUCATED,2019-02-24,biography & autobiography,2,2019-02-24 17:34:46.978746
BAD BLOOD,2019-02-24,business & economics,3,2019-02-24 17:34:46.978746
SAPIENS,2019-02-24,science,4,2019-02-24 17:34:46.978746
THE FIRST CONSPIRACY,2019-02-24,history,5,2019-02-24 17:34:46.978746
THE UNWINDING OF THE MIRACLE,2019-02-24,biography & autobiography,6,2019-02-24 17:34:46.978746
WOMEN ROWING NORTH,2019-02-24,psychology,7,2019-02-24 17:34:46.978746
FIGURING,2019-02-24,art,8,2019-02-24 17:34:46.978746
FROM THE GROUND UP,2019-02-24,biography & autobiography,9,2019-02-24 17:34:46.978746
A SERIAL KILLER'S DAUGHTER,2019-02-24,biography & autobiography,10,2019-02-24 17:34:46.978746
THE LIBRARY BOOK,2019-02-24,history,11,2019-02-24 17:34:46.978746
INHERITANCE,2019-02-24,biography & autobiography,12,2019-02-24 17:34:46.978746
LET ME FINISH,2019-02-24,political science,13,2019-02-24 17:34:46.978746
ZUCKED,2019-02-24,computers,14,2019-02-24 17:34:46.978746
MAID,2019-02-24,biography & autobiography,15,2019-02-24 17:34:46.978746
BECOMING,2019-01-20,biography & autobiography,1,2019-01-20 17:34:46.978746
EDUCATED,2019-01-20,biography & autobiography,2,2019-01-20 17:34:46.978746
THE POINT OF IT ALL,2019-01-20,political science,3,2019-01-20 17:34:46.978746
SAPIENS,2019-01-20,science,4,2019-01-20 17:34:46.978746
BAD BLOOD,2019-01-20,business & economics,5,2019-01-20 17:34:46.978746
THE LIBRARY BOOK,2019-01-20,history,6,2019-01-20 17:34:46.978746
KILLING THE SS,2019-01-20,history,7,2019-01-20 17:34:46.978746
BRIEF ANSWERS TO THE BIG QUESTIONS,2019-01-20,science,8,2019-01-20 17:34:46.978746
THE INNOCENT MAN,2019-01-20,true crime,9,2019-01-20 17:34:46.978746
LEADERSHIP,2019-01-20,history,10,2019-01-20 17:34:46.978746
THE FIFTH RISK,2019-01-20,political science,11,2019-01-20 17:34:46.978746
IN PIECES,2019-01-20,biography & autobiography,12,2019-01-20 17:34:46.978746
FEAR,2019-01-20,political science,13,2019-01-20 17:34:46.978746
CALYPSO,2019-01-20,humor,14,2019-01-20 17:34:46.978746
CHURCHILL: WALKING WITH DESTINY,2019-01-20,biography & autobiography,15,2019-01-20 17:34:46.978746
BECOMING,2018-12-16,biography & autobiography,1,2018-12-16 17:34:46.978746
EDUCATED,2018-12-16,biography & autobiography,2,2018-12-16 17:34:46.978746
KILLING THE SS,2018-12-16,history,3,2018-12-16 17:34:46.978746
SHADE,2018-12-16,photography,4,2018-12-16 17:34:46.978746
HILLBILLY ELEGY,2018-12-16,social science,5,2018-12-16 17:34:46.978746
SAPIENS,2018-12-16,science,6,2018-12-16 17:34:46.978746
SHIP OF FOOLS,2018-12-16,political science,7,2018-12-16 17:34:46.978746
BEASTIE BOYS BOOK,2018-12-16,biography & autobiography,8,2018-12-16 17:34:46.978746
LEADERSHIP,2018-12-16,history,9,2018-12-16 17:34:46.978746
FEAR,2018-12-16,political science,10,2018-12-16 17:34:46.978746
TRUMP'S ENEMIES,2018-12-16,political science,11,2018-12-16 17:34:46.978746
ASTROPHYSICS FOR PEOPLE IN A HURRY,2018-12-16,science,12,2018-12-16 17:34:46.978746
BRIEF ANSWERS TO THE BIG QUESTIONS,2018-12-16,science,13,2018-12-16 17:34:46.978746
THE LIBRARY BOOK,2018-12-16,history,14,2018-12-16 17:34:46.978746
JUST MERCY,2018-12-16,law,15,2018-12-16 17:34:46.978746
KILLING THE SS,2018-11-11,history,1,2018-11-11 17:34:46.978746
SHIP OF FOOLS,2018-11-11,political science,3,2018-11-11 17:34:46.978746
EDUCATED,2018-11-11,biography & autobiography,4,2018-11-11 17:34:46.978746
FEAR,2018-11-11,political science,5,2018-11-11 17:34:46.978746
BRIEF ANSWERS TO THE BIG QUESTIONS,2018-11-11,science,6,2018-11-11 17:34:46.978746
THE FIFTH RISK,2018-11-11,political science,7,2018-11-11 17:34:46.978746
PRESIDENTS OF WAR,2018-11-11,biography & autobiography,8,2018-11-11 17:34:46.978746
LEADERSHIP,2018-11-11,history,9,2018-11-11 17:34:46.978746
IN PIECES,2018-11-11,biography & autobiography,10,2018-11-11 17:34:46.978746
SHADE,2018-11-11,photography,11,2018-11-11 17:34:46.978746
THE LIBRARY BOOK,2018-11-11,history,12,2018-11-11 17:34:46.978746
SAPIENS,2018-11-11,science,13,2018-11-11 17:34:46.978746
ALMOST EVERYTHING,2018-11-11,"body, mind & spirit",14,2018-11-11 17:34:46.978746
BEAUTIFUL BOY,2018-11-11,biography & autobiography,15,2018-11-11 17:34:46.978746
FEAR,2018-10-07,political science,1,2018-10-07 17:34:46.978746
IN PIECES,2018-10-07,biography & autobiography,2,2018-10-07 17:34:46.978746
LEADERSHIP,2018-10-07,history,3,2018-10-07 17:34:46.978746
EDUCATED,2018-10-07,biography & autobiography,4,2018-10-07 17:34:46.978746
THESE TRUTHS,2018-10-07,history,5,2018-10-07 17:34:46.978746
THE DEEP STATE,2018-10-07,political science,6,2018-10-07 17:34:46.978746
21 LESSONS FOR THE 21ST CENTURY,2018-10-07,history,7,2018-10-07 17:34:46.978746
SAPIENS,2018-10-07,science,8,2018-10-07 17:34:46.978746
THE RUSSIA HOAX,2018-10-07,political science,9,2018-10-07 17:34:46.978746
ASTROPHYSICS FOR PEOPLE IN A HURRY,2018-10-07,science,10,2018-10-07 17:34:46.978746
THE SPY AND THE TRAITOR,2018-10-07,biography,11,2018-10-07 17:34:46.978746
ACCESSORY TO WAR,2018-10-07,science,12,2018-10-07 17:34:46.978746
HEARTLAND,2018-10-07,biography & autobiography,13,2018-10-07 17:34:46.978746
ADDICTED TO OUTRAGE,2018-10-07,political science,14,2018-10-07 17:34:46.978746
BILLION DOLLAR WHALE,2018-10-07,business & economics,15,2018-10-07 17:34:46.978746
EDUCATED,2018-07-29,biography & autobiography,1,2018-07-29 17:34:46.978746
KITCHEN CONFIDENTIAL,2018-07-29,biography & autobiography,2,2018-07-29 17:34:46.978746
CALYPSO,2018-07-29,humor,3,2018-07-29 17:34:46.978746
THINGS THAT MATTER,2018-07-29,political science,4,2018-07-29 17:34:46.978746
BAD BLOOD,2018-07-29,business & economics,5,2018-07-29 17:34:46.978746
THE SOUL OF AMERICA,2018-07-29,history,6,2018-07-29 17:34:46.978746
INDIANAPOLIS,2018-07-29,history,7,2018-07-29 17:34:46.978746
SAPIENS,2018-07-29,science,8,2018-07-29 17:34:46.978746
KILLERS OF THE FLOWER MOON,2018-07-29,true crime,9,2018-07-29 17:34:46.978746
HOW TO CHANGE YOUR MIND,2018-07-29,"body, mind & spirit",10,2018-07-29 17:34:46.978746
THE PLOT TO DESTROY DEMOCRACY,2018-07-29,political science,11,2018-07-29 17:34:46.978746
HILLBILLY ELEGY,2018-07-29,social science,12,2018-07-29 17:34:46.978746
FROM THE CORNER OF THE OVAL,2018-07-29,biography & autobiography,13,2018-07-29 17:34:46.978746
ASTROPHYSICS FOR PEOPLE IN A HURRY,2018-07-29,science,14,2018-07-29 17:34:46.978746
QUIET,2018-07-29,psychology,15,2018-07-29 17:34:46.978746
THIS IS ME,2018-04-15,self-help,1,2018-04-15 17:34:46.978746
RUSSIAN ROULETTE,2018-04-15,political science,3,2018-04-15 17:34:46.978746
DEAR MADAM PRESIDENT,2018-04-15,self-help,4,2018-04-15 17:34:46.978746
TIGER WOODS,2018-04-15,biography & autobiography,5,2018-04-15 17:34:46.978746
SECRET EMPIRES,2018-04-15,political science,6,2018-04-15 17:34:46.978746
EDUCATED,2018-04-15,biography & autobiography,7,2018-04-15 17:34:46.978746
ON TYRANNY,2018-04-15,political science,8,2018-04-15 17:34:46.978746
I'LL BE GONE IN THE DARK,2018-04-15,true crime,9,2018-04-15 17:34:46.978746
ALL-AMERICAN MURDER,2018-04-15,true crime,10,2018-04-15 17:34:46.978746
EVERYTHING HAPPENS FOR A REASON,2018-04-15,biography & autobiography,11,2018-04-15 17:34:46.978746
FAITH,2018-04-15,religion,12,2018-04-15 17:34:46.978746
ASTROPHYSICS FOR PEOPLE IN A HURRY,2018-04-15,science,13,2018-04-15 17:34:46.978746
FIRE AND FURY,2018-04-15,political science,14,2018-04-15 17:34:46.978746
KILLING THE DEEP STATE,2018-04-15,political science,15,2018-04-15 17:34:46.978746
EDUCATED,2018-03-11,biography & autobiography,1,2018-03-11 17:34:46.978746
FIRE AND FURY,2018-03-11,political science,2,2018-03-11 17:34:46.978746
OBAMA,2018-03-11,photography,3,2018-03-11 17:34:46.978746
